anno,provincia,comune,tipologia,categoria,numero_strutture,letti,camere
2022,Provincia di Sassari,Calangianus,Bed and breakfast,1 Stella,1,4,2
2022,Provincia di Sassari,Calangianus,Bed and breakfast,2 Stelle,1,2,0
2022,Provincia del Sud Sardegna,Calasetta,Affittacamere,II Categoria,2,15,7
2022,Provincia del Sud Sardegna,Calasetta,Agriturismo,,1,10,5
2022,Provincia del Sud Sardegna,Calasetta,Albergo,2 Stelle,2,58,32
2022,Provincia del Sud Sardegna,Calasetta,Albergo,3 Stelle,4,283,135
2022,Provincia del Sud Sardegna,Calasetta,Alloggi privati,,287,1347,599
2022,Provincia del Sud Sardegna,Calasetta,Bed and breakfast,2 Stelle,3,14,8
2022,Provincia del Sud Sardegna,Calasetta,Bed and breakfast,3 Stelle,5,34,13
2022,Provincia del Sud Sardegna,Calasetta,Campeggio,2 Stelle,1,366,103
2022,Provincia del Sud Sardegna,Calasetta,Case e appartamenti per vacanze,II Categoria,6,120,35
2022,Città metropolitana di Cagliari,Capoterra,Affittacamere,,2,15,7
2022,Città metropolitana di Cagliari,Capoterra,Affittacamere,I Categoria,1,12,3
2022,Città metropolitana di Cagliari,Capoterra,Affittacamere,II Categoria,5,43,22
2022,Città metropolitana di Cagliari,Capoterra,Albergo,3 Stelle,2,40,20
2022,Città metropolitana di Cagliari,Capoterra,Albergo,4 Stelle,1,127,71
2022,Città metropolitana di Cagliari,Capoterra,Alloggi privati,,79,364,166
2022,Città metropolitana di Cagliari,Capoterra,Bed and breakfast,,15,74,40
2022,Città metropolitana di Cagliari,Capoterra,Bed and breakfast,1 Stella,4,19,9
2022,Città metropolitana di Cagliari,Capoterra,Bed and breakfast,2 Stelle,1,4,3
2022,Città metropolitana di Cagliari,Capoterra,Bed and breakfast,3 Stelle,13,68,34
2022,Città metropolitana di Cagliari,Capoterra,Case e appartamenti per vacanze,II Categoria,2,32,12
2022,Provincia del Sud Sardegna,Carbonia,Affittacamere,II Categoria,2,20,10
2022,Provincia del Sud Sardegna,Carbonia,Agriturismo,,3,60,28
2022,Provincia del Sud Sardegna,Carbonia,Albergo,1 Stella,1,10,7
2022,Provincia del Sud Sardegna,Carbonia,Albergo,4 Stelle,1,132,66
2022,Provincia del Sud Sardegna,Carbonia,Alloggi privati,,35,156,74
2022,Provincia del Sud Sardegna,Carbonia,Bed and breakfast,1 Stella,2,9,5
2022,Provincia del Sud Sardegna,Carbonia,Bed and breakfast,2 Stelle,2,11,5
2022,Provincia del Sud Sardegna,Carbonia,Bed and breakfast,3 Stelle,4,27,12
2022,Provincia del Sud Sardegna,Carbonia,Case per ferie,III Categoria,1,22,10
2022,Provincia del Sud Sardegna,Carbonia,Villaggio albergo,3 Stelle,1,48,24
2022,Provincia di Nuoro,Cardedu,Affittacamere,II Categoria,1,8,6
2022,Provincia di Nuoro,Cardedu,Agriturismo,,2,14,7
2022,Provincia di Nuoro,Cardedu,Albergo,3 Stelle,5,133,60
2022,Provincia di Nuoro,Cardedu,Albergo,4 Stelle,2,556,200
2022,Provincia di Nuoro,Cardedu,Albergo residenziale,4 Stelle,1,48,12
2022,Provincia di Nuoro,Cardedu,Alloggi privati,,63,295,136
2022,Provincia di Nuoro,Cardedu,Bed and breakfast,1 Stella,4,17,7
2022,Provincia di Nuoro,Cardedu,Bed and breakfast,3 Stelle,1,4,2
2022,Provincia di Nuoro,Cardedu,Case e appartamenti per vacanze,III Categoria,1,33,11
2022,Provincia di Nuoro,Cardedu,Residence,I Categoria,1,68,42
2022,Provincia di Nuoro,Cardedu,Villaggio albergo,4 Stelle,1,357,170
2022,Provincia del Sud Sardegna,Carloforte,Affittacamere,I Categoria,3,36,13
2022,Provincia del Sud Sardegna,Carloforte,Affittacamere,II Categoria,7,70,33
2022,Provincia del Sud Sardegna,Carloforte,Affittacamere,III Categoria,1,4,2
2022,Provincia del Sud Sardegna,Carloforte,Albergo,3 Stelle,7,251,135
2022,Provincia del Sud Sardegna,Carloforte,Albergo,4 Stelle,3,193,84
2022,Provincia del Sud Sardegna,Carloforte,Alloggi privati,,143,654,300
2022,Provincia del Sud Sardegna,Carloforte,Bed and breakfast,1 Stella,4,15,7
2022,Provincia del Sud Sardegna,Carloforte,Bed and breakfast,2 Stelle,4,16,9
2022,Provincia del Sud Sardegna,Carloforte,Bed and breakfast,3 Stelle,9,46,22
2022,Provincia del Sud Sardegna,Carloforte,Case e appartamenti per vacanze,,1,14,5
2022,Provincia del Sud Sardegna,Carloforte,Case e appartamenti per vacanze,II Categoria,2,31,10
2022,Provincia del Sud Sardegna,Carloforte,Case e appartamenti per vacanze,III Categoria,1,10,4
2022,Provincia di Sassari,Castelsardo,Affittacamere,,4,43,22
2022,Provincia di Sassari,Castelsardo,Affittacamere,I Categoria,1,8,4
2022,Provincia di Sassari,Castelsardo,Affittacamere,II Categoria,5,47,21
2022,Provincia di Sassari,Castelsardo,Albergo,2 Stelle,2,46,24
2022,Provincia di Sassari,Castelsardo,Albergo,3 Stelle,6,366,166
2022,Provincia di Sassari,Castelsardo,Albergo,4 Stelle,6,919,400
2022,Provincia di Sassari,Castelsardo,Albergo residenziale,3 Stelle,2,170,52
2022,Provincia di Sassari,Castelsardo,Alloggi privati,,222,1035,399
2022,Provincia di Sassari,Castelsardo,Bed and breakfast,1 Stella,4,23,10
2022,Provincia di Sassari,Castelsardo,Bed and breakfast,2 Stelle,16,87,39
2022,Provincia di Sassari,Castelsardo,Bed and breakfast,3 Stelle,13,68,35
2022,Provincia di Sassari,Castelsardo,Case e appartamenti per vacanze,,1,6,3
2022,Provincia di Sassari,Castelsardo,Case e appartamenti per vacanze,I Categoria,1,11,6
2022,Provincia di Sassari,Castelsardo,Case e appartamenti per vacanze,II Categoria,5,204,81
2022,Provincia di Sassari,Castelsardo,Locanda,I Categoria,1,11,5
2022,Provincia di Sassari,Castelsardo,Ostelli per la gioventù,III Categoria,1,65,19
2022,Provincia di Sassari,Castelsardo,Villaggi turistici,4 Stelle,1,351,117
2022,Provincia del Sud Sardegna,Castiadas,Affittacamere,,1,6,2
2022,Provincia del Sud Sardegna,Castiadas,Affittacamere,I Categoria,2,22,11
2022,Provincia del Sud Sardegna,Castiadas,Affittacamere,II Categoria,1,7,4
2022,Provincia del Sud Sardegna,Castiadas,Agriturismo,,10,167,79
2022,Provincia del Sud Sardegna,Castiadas,Albergo,1 Stella,1,20,8
2022,Provincia del Sud Sardegna,Castiadas,Albergo,2 Stelle,1,20,7
2022,Provincia del Sud Sardegna,Castiadas,Albergo,3 Stelle,1,20,10
2022,Provincia del Sud Sardegna,Castiadas,Albergo,4 Stelle,5,1616,720
2022,Provincia del Sud Sardegna,Castiadas,Albergo,5 Stelle,1,133,61
2022,Provincia del Sud Sardegna,Castiadas,Albergo residenziale,2 Stelle,1,25,8
2022,Provincia del Sud Sardegna,Castiadas,Alloggi privati,,107,556,241
2022,Provincia del Sud Sardegna,Castiadas,Bed and breakfast,1 Stella,3,16,9
2022,Provincia del Sud Sardegna,Castiadas,Bed and breakfast,2 Stelle,4,22,9
2022,Provincia del Sud Sardegna,Castiadas,Bed and breakfast,3 Stelle,4,22,11
2022,Provincia del Sud Sardegna,Castiadas,Case e appartamenti per vacanze,,1,137,32
2022,Provincia del Sud Sardegna,Castiadas,Case e appartamenti per vacanze,II Categoria,2,81,26
2022,Provincia del Sud Sardegna,Castiadas,Case per ferie,III Categoria,1,16,8
2022,Provincia del Sud Sardegna,Castiadas,Turismo Rurale,1 Stella,1,20,12
2022,Provincia del Sud Sardegna,Castiadas,Turismo Rurale,3 Stelle,1,20,10
2022,Provincia del Sud Sardegna,Castiadas,Villaggio albergo,4 Stelle,5,864,433
2022,Provincia di Sassari,Cheremule,Alloggi privati,,1,6,3
2022,Provincia di Sassari,Cheremule,Bed and breakfast,2 Stelle,1,6,2
2022,Provincia di Sassari,Chiaramonti,Agriturismo,,2,20,10
2022,Provincia di Sassari,Chiaramonti,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Sassari,Codrongianos,Affittacamere,II Categoria,1,1,1
2022,Provincia di Sassari,Codrongianos,Alloggi privati,,2,10,5
2022,Provincia di Sassari,Codrongianos,Bed and breakfast,2 Stelle,1,4,2
2022,Provincia del Sud Sardegna,Collinas,Alloggi privati,,5,15,9
2022,Provincia di Sassari,Cossoine,Bed and breakfast,2 Stelle,3,17,8
2022,Provincia di Oristano,Cuglieri,Affittacamere,II Categoria,9,62,33
2022,Provincia di Oristano,Cuglieri,Agriturismo,,5,71,36
2022,Provincia di Oristano,Cuglieri,Albergo,3 Stelle,1,24,12
2022,Provincia di Oristano,Cuglieri,Albergo,4 Stelle,1,57,29
2022,Provincia di Oristano,Cuglieri,Alloggi privati,,90,443,214
2022,Provincia di Oristano,Cuglieri,Bed and breakfast,2 Stelle,2,9,6
2022,Provincia di Oristano,Cuglieri,Campeggio,3 Stelle,1,1198,300
2022,Provincia di Oristano,Cuglieri,Case e appartamenti per vacanze,II Categoria,1,36,18
2022,Provincia di Oristano,Cuglieri,Villaggi turistici,3 Stelle,1,88,21
2022,Città metropolitana di Cagliari,Decimomannu,Alloggi privati,,11,38,16
2022,Città metropolitana di Cagliari,Decimomannu,Bed and breakfast,,1,5,3
2022,Città metropolitana di Cagliari,Decimomannu,Bed and breakfast,1 Stella,2,7,4
2022,Provincia del Sud Sardegna,Decimoputzu,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Nuoro,Desulo,Affittacamere,II Categoria,1,2,1
2022,Provincia di Nuoro,Desulo,Agriturismo,,2,36,13
2022,Provincia di Nuoro,Desulo,Albergo,1 Stella,1,19,7
2022,Provincia di Nuoro,Desulo,Alloggi privati,,4,26,13
2022,Provincia di Nuoro,Desulo,Bed and breakfast,3 Stelle,1,4,3
2022,Provincia di Nuoro,Dolianova,Albergo,5 Stelle,1,20,10
2022,Provincia di Nuoro,Dolianova,Alloggi privati,,6,31,14
2022,Provincia di Nuoro,Dolianova,Bed and breakfast,,2,5,3
2022,Provincia di Nuoro,Dolianova,Bed and breakfast,1 Stella,3,14,7
2022,Provincia di Nuoro,Dolianova,Bed and breakfast,2 Stelle,2,12,4
2022,Provincia di Nuoro,Dolianova,Bed and breakfast,3 Stelle,3,12,8
2022,Provincia di Nuoro,Dolianova,Turismo Rurale,2 Stelle,1,20,11
2022,Provincia di Nuoro,Dolianova,Turismo Rurale,3 Stelle,1,20,10
2022,Provincia del Sud Sardegna,Domus De Maria,Affittacamere,I Categoria,2,18,9
2022,Provincia del Sud Sardegna,Domus De Maria,Affittacamere,II Categoria,3,30,12
2022,Provincia del Sud Sardegna,Domus De Maria,Albergo,2 Stelle,1,37,20
2022,Provincia del Sud Sardegna,Domus De Maria,Albergo,3 Stelle,2,109,48
2022,Provincia del Sud Sardegna,Domus De Maria,Albergo,4 Stelle,3,1276,563
2022,Provincia del Sud Sardegna,Domus De Maria,Albergo,5 Stelle,2,228,83
2022,Provincia del Sud Sardegna,Domus De Maria,Alloggi privati,,183,974,441
2022,Provincia del Sud Sardegna,Domus De Maria,Bed and breakfast,1 Stella,3,13,7
2022,Provincia del Sud Sardegna,Domus De Maria,Bed and breakfast,2 Stelle,3,16,8
2022,Provincia del Sud Sardegna,Domus De Maria,Bed and breakfast,3 Stelle,9,48,24
2022,Provincia del Sud Sardegna,Domus De Maria,Campeggio,3 Stelle,1,420,108
2022,Provincia del Sud Sardegna,Domus De Maria,Case e appartamenti per vacanze,II Categoria,11,224,58
2022,Provincia del Sud Sardegna,Domus De Maria,Case e appartamenti per vacanze,III Categoria,2,10,6
2022,Provincia del Sud Sardegna,Domus De Maria,Residence,II Categoria,1,60,24
2022,Provincia del Sud Sardegna,Domus De Maria,Villaggio albergo,5 Stelle,1,170,77
2022,Provincia del Sud Sardegna,Domusnovas,Affittacamere,II Categoria,1,4,2
2022,Provincia del Sud Sardegna,Domusnovas,Albergo,3 Stelle,1,44,19
2022,Provincia del Sud Sardegna,Domusnovas,Alloggi privati,,8,42,18
2022,Provincia del Sud Sardegna,Domusnovas,Bed and breakfast,1 Stella,2,7,4
2022,Provincia di Nuoro,Dorgali,Affittacamere,I Categoria,3,22,11
2022,Provincia di Nuoro,Dorgali,Affittacamere,II Categoria,16,123,70
2022,Provincia di Nuoro,Dorgali,Affittacamere,III Categoria,1,6,3
2022,Provincia di Nuoro,Dorgali,Agriturismo,,16,241,113
2022,Provincia di Nuoro,Dorgali,Albergo,2 Stelle,2,39,21
2022,Provincia di Nuoro,Dorgali,Albergo,3 Stelle,15,581,307
2022,Provincia di Nuoro,Dorgali,Albergo,4 Stelle,10,1272,619
2022,Provincia di Nuoro,Dorgali,Albergo diffuso,2 Stelle,1,12,13
2022,Provincia di Nuoro,Dorgali,Alloggi privati,,353,1600,736
2022,Provincia di Nuoro,Dorgali,Bed and breakfast,,1,4,2
2022,Provincia di Nuoro,Dorgali,Bed and breakfast,1 Stella,13,45,29
2022,Provincia di Nuoro,Dorgali,Bed and breakfast,2 Stelle,12,55,29
2022,Provincia di Nuoro,Dorgali,Bed and breakfast,3 Stelle,7,37,18
2022,Provincia di Nuoro,Dorgali,Campeggio,4 Stelle,1,1200,300
2022,Provincia di Nuoro,Dorgali,Case e appartamenti per vacanze,,1,21,16
2022,Provincia di Nuoro,Dorgali,Case e appartamenti per vacanze,II Categoria,7,58,32
2022,Provincia di Nuoro,Dorgali,Locanda,I Categoria,1,8,3
2022,Provincia di Nuoro,Dorgali,Turismo Rurale,2 Stelle,4,64,35
2022,Provincia di Nuoro,Dorgali,Turismo Rurale,3 Stelle,3,46,25
2022,Provincia di Nuoro,Dorgali,Villaggio albergo,4 Stelle,1,885,427
2022,Provincia di Nuoro,Elini,Affittacamere,II Categoria,2,8,4
2022,Provincia di Nuoro,Elini,Agriturismo,,1,10,6
2022,Città metropolitana di Cagliari,Elmas,Affittacamere,II Categoria,1,4,2
2022,Città metropolitana di Cagliari,Elmas,Albergo residenziale,3 Stelle,1,66,38
2022,Città metropolitana di Cagliari,Elmas,Alloggi privati,,8,28,15
2022,Città metropolitana di Cagliari,Elmas,Bed and breakfast,,1,5,2
2022,Città metropolitana di Cagliari,Elmas,Bed and breakfast,3 Stelle,2,8,4
2022,Provincia di Sassari,Erula,Bed and breakfast,1 Stella,1,5,2
2022,Provincia del Sud Sardegna,Escalaplano,Bed and breakfast,1 Stella,1,3,2
2022,Provincia del Sud Sardegna,Escalaplano,Bed and breakfast,3 Stelle,1,4,2
2022,Provincia del Sud Sardegna,Escolca,Affittacamere,II Categoria,1,9,4
2022,Provincia del Sud Sardegna,Esterzili,Albergo,3 Stelle,1,20,10
2022,Provincia del Sud Sardegna,Esterzili,Bed and breakfast,1 Stella,2,5,3
2022,Provincia di Sassari,Florinas,Alloggi privati,,1,12,6
2022,Provincia del Sud Sardegna,Fluminimaggiore,Agriturismo,,6,83,35
2022,Provincia del Sud Sardegna,Fluminimaggiore,Albergo,1 Stella,1,18,9
2022,Provincia del Sud Sardegna,Fluminimaggiore,Albergo,3 Stelle,1,20,14
2022,Provincia del Sud Sardegna,Fluminimaggiore,Alloggi privati,,21,105,46
2022,Provincia del Sud Sardegna,Fluminimaggiore,Bed and breakfast,1 Stella,1,4,2
2022,Provincia del Sud Sardegna,Fluminimaggiore,Bed and breakfast,2 Stelle,1,4,3
2022,Provincia del Sud Sardegna,Fluminimaggiore,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Oristano,Flussio,Alloggi privati,,5,22,11
2022,Provincia di Nuoro,Fonni,Affittacamere,II Categoria,1,6,5
2022,Provincia di Nuoro,Fonni,Agriturismo,,6,63,28
2022,Provincia di Nuoro,Fonni,Albergo,2 Stelle,1,12,7
2022,Provincia di Nuoro,Fonni,Albergo,3 Stelle,1,88,50
2022,Provincia di Nuoro,Fonni,Alloggi privati,,1,4,1
2022,Provincia di Nuoro,Fonni,Bed and breakfast,1 Stella,2,10,5
2022,Provincia di Nuoro,Fonni,Bed and breakfast,2 Stelle,6,31,14
2022,Provincia di Nuoro,Fonni,Bed and breakfast,3 Stelle,1,4,1
2022,Provincia di Nuoro,Fonni,Turismo Rurale,3 Stelle,1,20,20
2022,Provincia di Oristano,Fordongianus,Albergo,4 Stelle,1,180,90
2022,Provincia di Oristano,Fordongianus,Alloggi privati,,2,9,4
2022,Provincia di Oristano,Fordongianus,Bed and breakfast,3 Stelle,1,3,2
2022,Provincia del Sud Sardegna,Furtei,Bed and breakfast,1 Stella,1,3,2
2022,Provincia del Sud Sardegna,Furtei,Bed and breakfast,3 Stelle,1,3,1
2022,Provincia di Nuoro,Gadoni,Affittacamere,II Categoria,1,16,5
2022,Provincia di Nuoro,Gadoni,Bed and breakfast,1 Stella,2,11,5
2022,Provincia di Nuoro,Gairo,Alloggi privati,,2,6,2
2022,Provincia di Nuoro,Gairo,Bed and breakfast,2 Stelle,1,7,3
2022,Provincia di Nuoro,Gairo,Campeggio,3 Stelle,1,400,172
2022,Provincia di Nuoro,Galtellì,Agriturismo,,5,57,33
2022,Provincia di Nuoro,Galtellì,Albergo,2 Stelle,3,31,22
2022,Provincia di Nuoro,Galtellì,Alloggi privati,,32,164,74
2022,Provincia di Nuoro,Galtellì,Bed and breakfast,1 Stella,2,7,5
2022,Provincia di Nuoro,Galtellì,Bed and breakfast,2 Stelle,4,21,11
2022,Provincia di Nuoro,Galtellì,Bed and breakfast,3 Stelle,2,14,6
2022,Provincia di Nuoro,Galtellì,Case e appartamenti per vacanze,II Categoria,1,12,6
2022,Provincia di Nuoro,Gavoi,Agriturismo,,3,32,13
2022,Provincia di Nuoro,Gavoi,Albergo,3 Stelle,2,117,58
2022,Provincia di Nuoro,Gavoi,Albergo,4 Stelle,1,180,90
2022,Provincia di Nuoro,Gavoi,Alloggi privati,,2,9,4
2022,Provincia di Nuoro,Gavoi,Bed and breakfast,1 Stella,1,6,3
2022,Provincia di Nuoro,Gavoi,Bed and breakfast,2 Stelle,2,14,6
2022,Provincia di Nuoro,Gavoi,Bed and breakfast,3 Stelle,1,5,3
2022,Provincia del Sud Sardegna,Genoni,Agriturismo,,1,18,9
2022,Provincia del Sud Sardegna,Genoni,Alloggi privati,,1,4,2
2022,Provincia del Sud Sardegna,Genuri,Bed and breakfast,3 Stelle,1,3,1
2022,Provincia del Sud Sardegna,Gergei,Affittacamere,,1,9,4
2022,Provincia del Sud Sardegna,Gergei,Affittacamere,III Categoria,1,7,3
2022,Provincia del Sud Sardegna,Gergei,Alloggi privati,,2,13,6
2022,Provincia del Sud Sardegna,Gergei,Bed and breakfast,,1,5,2
2022,Provincia del Sud Sardegna,Gergei,Bed and breakfast,1 Stella,1,2,1
2022,Provincia del Sud Sardegna,Gergei,Bed and breakfast,3 Stelle,1,2,1
2022,Provincia del Sud Sardegna,Gesturi,Affittacamere,III Categoria,1,7,4
2022,Provincia del Sud Sardegna,Gesturi,Bed and breakfast,1 Stella,1,1,1
2022,Provincia del Sud Sardegna,Gesturi,Bed and breakfast,3 Stelle,2,11,6
2022,Provincia di Oristano,Ghilarza,Affittacamere,II Categoria,1,4,2
2022,Provincia di Oristano,Ghilarza,Alloggi privati,,6,25,8
2022,Provincia di Oristano,Ghilarza,Bed and breakfast,1 Stella,3,16,8
2022,Provincia di Oristano,Ghilarza,Bed and breakfast,3 Stelle,1,5,2
2022,Provincia di Sassari,Giave,Alloggi privati,,1,8,4
2022,Provincia di Sassari,Giave,Bed and breakfast,2 Stelle,1,7,3
2022,Provincia del Sud Sardegna,Giba,Agriturismo,,1,10,5
2022,Provincia del Sud Sardegna,Giba,Albergo,2 Stelle,1,28,13
2022,Provincia del Sud Sardegna,Giba,Alloggi privati,,18,93,42
2022,Provincia del Sud Sardegna,Giba,Bed and breakfast,2 Stelle,0,8,3
2022,Provincia di Nuoro,Girasole,Affittacamere,II Categoria,1,12,6
2022,Provincia di Nuoro,Girasole,Agriturismo,,2,15,8
2022,Provincia di Nuoro,Girasole,Albergo,3 Stelle,1,18,10
2022,Provincia di Nuoro,Girasole,Alloggi privati,,18,70,33
2022,Provincia di Nuoro,Girasole,Bed and breakfast,1 Stella,1,3,2
2022,Provincia di Nuoro,Girasole,Bed and breakfast,3 Stelle,2,5,3
2022,Provincia di Sassari,Golfo Aranci,Affittacamere,,2,26,10
2022,Provincia di Sassari,Golfo Aranci,Affittacamere,III Categoria,1,4,2
2022,Provincia di Sassari,Golfo Aranci,Albergo,2 Stelle,2,68,24
2022,Provincia di Sassari,Golfo Aranci,Albergo,3 Stelle,4,123,67
2022,Provincia di Sassari,Golfo Aranci,Albergo,4 Stelle,7,1793,715
2022,Provincia di Sassari,Golfo Aranci,Albergo residenziale,3 Stelle,1,432,111
2022,Provincia di Sassari,Golfo Aranci,Alloggi privati,,186,997,386
2022,Provincia di Sassari,Golfo Aranci,Bed and breakfast,1 Stella,2,7,3
2022,Provincia di Sassari,Golfo Aranci,Bed and breakfast,3 Stelle,1,4,3
2022,Provincia di Sassari,Golfo Aranci,Case e appartamenti per vacanze,,4,250,6
2022,Provincia di Sassari,Golfo Aranci,Case e appartamenti per vacanze,I Categoria,2,42,5
2022,Provincia di Sassari,Golfo Aranci,Case e appartamenti per vacanze,II Categoria,13,977,120
2022,Provincia di Sassari,Golfo Aranci,Residence,II Categoria,1,48,48
2022,Provincia di Sassari,Golfo Aranci,Turismo Rurale,3 Stelle,1,20,10
2022,Provincia del Sud Sardegna,Gonnesa,Affittacamere,II Categoria,2,14,8
2022,Provincia del Sud Sardegna,Gonnesa,Affittacamere,III Categoria,1,4,2
2022,Provincia del Sud Sardegna,Gonnesa,Agriturismo,,4,70,38
2022,Provincia del Sud Sardegna,Gonnesa,Alloggi privati,,34,166,73
2022,Provincia del Sud Sardegna,Gonnesa,Bed and breakfast,1 Stella,3,13,8
2022,Provincia del Sud Sardegna,Gonnesa,Bed and breakfast,2 Stelle,2,9,3
2022,Provincia del Sud Sardegna,Gonnesa,Bed and breakfast,3 Stelle,4,20,8
2022,Provincia del Sud Sardegna,Gonnesa,Case e appartamenti per vacanze,II Categoria,2,19,7
2022,Provincia del Sud Sardegna,Gonnosfanadiga,Affittacamere,II Categoria,2,5,4
2022,Provincia del Sud Sardegna,Gonnosfanadiga,Agriturismo,,1,13,7
2022,Provincia del Sud Sardegna,Gonnosfanadiga,Alloggi privati,,2,10,4
2022,Provincia del Sud Sardegna,Gonnosfanadiga,Bed and breakfast,1 Stella,1,4,2
2022,Provincia del Sud Sardegna,Gonnosfanadiga,Bed and breakfast,2 Stelle,1,4,2
2022,Provincia di Oristano,Gonnosnò,Alloggi privati,,1,2,1
2022,Provincia di Oristano,Gonnostramatza,Agriturismo,,1,20,7
2022,Provincia di Oristano,Gonnostramatza,Bed and breakfast,1 Stella,1,6,3
2022,Provincia del Sud Sardegna,Guamaggiore,Bed and breakfast,2 Stelle,1,7,3
2022,Provincia del Sud Sardegna,Guasila,Turismo Rurale,1 Stella,1,12,8
2022,Provincia del Sud Sardegna,Guspini,Affittacamere,II Categoria,2,10,8
2022,Provincia del Sud Sardegna,Guspini,Agriturismo,,4,54,19
2022,Provincia del Sud Sardegna,Guspini,Albergo,3 Stelle,1,12,9
2022,Provincia del Sud Sardegna,Guspini,Albergo,4 Stelle,2,135,28
2022,Provincia del Sud Sardegna,Guspini,Alloggi privati,,5,24,12
2022,Provincia del Sud Sardegna,Guspini,Bed and breakfast,1 Stella,7,35,17
2022,Provincia del Sud Sardegna,Guspini,Bed and breakfast,3 Stelle,6,27,11
2022,Provincia del Sud Sardegna,Iglesias,Affittacamere,,2,19,9
2022,Provincia del Sud Sardegna,Iglesias,Affittacamere,I Categoria,2,20,10
2022,Provincia del Sud Sardegna,Iglesias,Affittacamere,II Categoria,10,69,36
2022,Provincia del Sud Sardegna,Iglesias,Affittacamere,III Categoria,1,8,4
2022,Provincia del Sud Sardegna,Iglesias,Agriturismo,,4,61,32
2022,Provincia del Sud Sardegna,Iglesias,Albergo,3 Stelle,5,96,59
2022,Provincia del Sud Sardegna,Iglesias,Albergo,4 Stelle,1,63,26
